ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9780778403104,Multi-layered transitional portal,Mohammed Bowen,Reference,1987,2,2018-03-21,Missing,True
9780858042674,Digitized intermediate parallelism,Dr Heather Kirk,Reference,1989,1,2018-10-08,Available,True
9781469259765,Re-contextualized clear-thinking extranet,Miss Jasmine Austin,Children,1951,0,2016-05-15,Checked Out,True
9780621204070,Reactive fault-tolerant flexibility,Marie Griffiths,Non-Fiction,2010,3,2016-01-25,Available,True
9780539120400,Upgradable neutral analyzer,Ms Rosemary Leach,Non-Fiction,1966,4,2016-06-28,Missing,True
9780451329318,Cross-group dynamic knowledgebase,Ashleigh Richardson,Non-Fiction,2006,4,2018-08-19,Damaged,True
9780863701269,Proactive upward-trending product,John Williams,Non-Fiction,1991,2,2018-06-18,Checked Out,True
9780824883140,Grass-roots systemic interface,Colin Watkins,Children,2002,1,2024-11-10,Available,True
9781018079493,Profound 24/7 service-desk,Mr Stanley Ali,Reference,2015,2,2021-12-24,Available,True
9781795765138,Robust intermediate application,Gillian Green,Non-Fiction,2019,0,2017-01-25,Damaged,True
9781032472713,Digitized scalable capacity,Suzanne Pearson-Wilson,Reference,1992,8,2023-07-22,Damaged,True
9781184986939,Intuitive 24hour circuit,Declan Owen,Non-Fiction,1958,8,2016-10-21,Reserved,True
9781735368665,Optional uniform policy,Mrs Melissa Johnson,Non-Fiction,1958,1,2017-08-07,Available,True
9781591107248,Progressive didactic functionalities,Lynne Jones,Non-Fiction,2014,1,2015-11-01,Damaged,True
9780775658699,Universal foreground parallelism,Dr Marc Jones,Young Adult,1953,3,2023-12-22,Damaged,True
9780219766454,Realigned actuating Local Area Network,Abbie Peacock,Young Adult,1999,6,2024-05-31,Checked Out,True
9781457002465,Distributed optimal hierarchy,Karl Lamb,Young Adult,1988,7,2024-07-28,Checked Out,True
9780194725941,Profound leadingedge workforce,Alex Iqbal,Reference,1959,10,2017-06-15,Checked Out,True
9780140002379,Optimized mission-critical data-warehouse,Mrs Sheila Cunningham,Non-Fiction,2003,5,2016-06-18,Missing,True
9781459236493,Robust mobile success,Mathew Evans,Reference,1985,5,2017-01-14,Available,True
9780255956925,Fully-configurable asymmetric model,Mr William Young,Non-Fiction,1975,10,2023-04-09,Damaged,True
9780560351835,Phased zero tolerance database,Rosie Webb,Reference,1956,2,2025-06-09,Missing,True
9780615048543,Profound mission-critical function,Mr Billy Thomas,Children,1953,3,2025-03-22,Damaged,True
9780891409649,Open-architected homogeneous focus group,Natasha Moore,Children,1977,5,2025-09-29,Checked Out,True
9781543071412,Organized fault-tolerant methodology,Alexander Reed,Fiction,1975,2,2020-05-24,Reserved,True
9781723661174,Open-architected asynchronous flexibility,Thomas Bartlett,Children,1966,7,2024-03-28,Reserved,True
9780498611179,Down-sized encompassing utilization,Maurice Edwards,Young Adult,2007,1,2023-09-09,Missing,True
9781653461929,Function-based 5thgeneration ability,Diane Parker,Children,1956,3,2021-07-27,Available,True
9781481726733,Compatible static circuit,Timothy Abbott,Children,2001,8,2018-04-26,Damaged,True
9780174560265,Phased asymmetric function,Suzanne Burrows,Reference,1957,7,2023-01-02,Available,True
9780178648976,Cross-platform zero tolerance extranet,Abbie Williams,Non-Fiction,2000,5,2023-06-22,Checked Out,True
9780986780004,Cloned zero tolerance encryption,Nicola Bates,Children,1987,8,2023-07-16,Missing,True
9780575108196,Streamlined didactic portal,Helen Davies,Fiction,2014,5,2018-11-06,Checked Out,True
9781626959514,Re-contextualized mobile Graphic Interface,Sylvia Preston,Reference,2014,3,2025-05-06,Missing,True
9781769094158,Programmable human-resource definition,Carly Chan,Reference,1971,0,2021-07-01,Available,True
9781790622481,Virtual asynchronous encoding,Mr Billy Mitchell,Children,1965,4,2018-05-20,Missing,True
9781276511407,Diverse 6thgeneration website,Rachael Lynch,Young Adult,2006,7,2022-09-22,Damaged,True
9780652677676,Optimized disintermediate orchestration,Mr Dale Perkins,Children,2023,1,2016-01-26,Checked Out,True
9781106286475,Self-enabling real-time conglomeration,Patricia Jones,Young Adult,1960,6,2022-11-25,Reserved,True
9780147882448,Quality-focused bandwidth-monitored Graphic Interface,Dr Bradley Daniels,Young Adult,2002,5,2018-09-27,Checked Out,True
9781945915116,Multi-tiered background encryption,Donna Edwards,Reference,1971,2,2023-07-06,Damaged,True
9780955146237,Ameliorated upward-trending budgetary management,Mr Louis Bennett,Fiction,2022,10,2023-10-22,Reserved,True
9780766526853,Fully-configurable 24/7 intranet,Dr Carl Thomas,Children,2022,10,2022-09-12,Available,True
9781644690246,Self-enabling interactive initiative,Miss Aimee Evans,Non-Fiction,2022,4,2017-01-16,Missing,True
9780893319472,Streamlined zero administration capacity,Zoe O'Brien,Children,2024,4,2023-01-31,Checked Out,True
9781196314294,Cloned multi-tasking groupware,Georgina Lewis,Children,1990,7,2017-05-01,Damaged,True
9781390815979,Stand-alone content-based collaboration,Heather King-Turner,Young Adult,2000,1,2025-05-06,Checked Out,True
9780594296898,Horizontal heuristic methodology,Francesca Houghton,Reference,2018,6,2023-05-30,Reserved,True
9781071870976,Mandatory client-driven time-frame,Ben Collins,Children,1952,0,2023-04-19,Missing,True
9780971373884,Grass-roots real-time functionalities,Neil Richardson,Fiction,1997,9,2025-08-30,Reserved,True
9780584972771,Re-engineered background data-warehouse,Eleanor Brady-Whitehead,Young Adult,2006,8,2024-01-20,Checked Out,True
9780616764565,Public-key mission-critical system engine,Dr Joe Parry,Non-Fiction,1976,9,2020-03-14,Reserved,True
9781340582906,Seamless solution-oriented website,Dr Peter Cox,Reference,1974,6,2018-10-20,Available,True
9780227359471,Configurable fault-tolerant protocol,Miss Alice Woods,Fiction,2024,4,2018-11-05,Available,True
9780099866473,Re-engineered real-time secured line,Thomas Arnold,Non-Fiction,2008,0,2020-04-29,Damaged,True
9781074348755,Synergized 6thgeneration adapter,Craig Shaw-Lyons,Young Adult,1963,8,2016-04-20,Reserved,True
9781590421680,Inverse attitude-oriented utilization,Ms Melanie Hughes,Non-Fiction,2002,0,2017-05-03,Missing,True
9780883616451,Synchronized hybrid policy,Nathan Ball,Young Adult,2018,0,2021-04-01,Damaged,True
9780611995889,Virtual cohesive focus group,Geraldine King,Non-Fiction,1950,10,2022-04-15,Checked Out,True
9780830007530,Polarized background forecast,Amanda Jones,Fiction,1978,10,2021-09-23,Checked Out,True
9780626443320,Persevering needs-based utilization,Ronald Evans,Reference,2020,1,2018-05-03,Available,True
9781277730234,Optimized 6thgeneration encoding,Kirsty Evans,Non-Fiction,1951,9,2020-12-02,Missing,True
9781517399207,Versatile foreground archive,Norman Giles,Young Adult,2000,7,2020-06-15,Damaged,True
9781944231811,Cloned even-keeled approach,Maurice Jones,Non-Fiction,2006,2,2018-03-16,Available,True
9781568326702,Future-proofed grid-enabled synergy,Dr Anna Kelly,Non-Fiction,2006,3,2018-09-28,Reserved,True
9781472230300,Versatile multi-state groupware,Nathan Parry,Children,2014,3,2025-03-04,Damaged,True
9780567680204,Exclusive eco-centric intranet,Nicholas Roberts,Children,2003,7,2018-03-21,Available,True
9780278081086,Realigned motivating toolset,Owen Long,Young Adult,1962,9,2018-11-09,Available,True
9780773834538,Object-based fresh-thinking definition,Dr Julia Briggs,Children,2001,10,2022-11-07,Reserved,True
9780505268662,Pre-emptive homogeneous hub,Miss Laura Matthews,Young Adult,1986,3,2015-11-23,Missing,True
9780374006396,Devolved encompassing policy,Harriet Harrison-Hartley,Young Adult,2012,7,2025-04-28,Available,True
9780837742847,Down-sized zero tolerance moderator,Dr Samuel Williams,Children,1983,6,2020-09-23,Damaged,True
9781565884694,Team-oriented bottom-line moratorium,Georgina Mills,Non-Fiction,1981,1,2018-05-20,Damaged,True
9780680524577,Virtual real-time Graphical User Interface,Beverley Thomas,Children,1950,9,2022-03-16,Reserved,True
9780761655329,User-centric contextually-based productivity,Reece Williams,Children,2004,8,2017-07-13,Missing,True
9780976212669,Front-line foreground ability,Dr Susan Fry,Young Adult,1980,10,2023-05-14,Available,True
9781663428332,Devolved demand-driven support,Declan Adams-Smith,Children,2016,8,2020-02-25,Damaged,True
9780711918207,User-friendly impactful ability,Stacey Burns-Holland,Reference,1965,0,2020-02-13,Checked Out,True
9780011348261,Multi-layered upward-trending groupware,Mary Wilkinson,Children,1977,1,2025-01-04,Checked Out,True
9780481957147,Universal impactful emulation,Frank Day,Reference,1972,6,2015-11-30,Damaged,True
9781297096501,Configurable maximized leverage,June Smith,Non-Fiction,1990,4,2021-01-21,Damaged,True
9780976911319,Progressive zero administration monitoring,Pauline Palmer,Reference,1956,10,2022-11-25,Available,True
9780783816456,Focused methodical initiative,Mrs Pamela Griffiths,Reference,1991,8,2024-04-27,Available,True
9780374258719,Cross-platform incremental methodology,Natasha Ellis,Children,1951,1,2017-06-25,Reserved,True
9781410959751,Open-source motivating groupware,Kieran Lane-Hanson,Young Adult,1965,5,2020-03-16,Missing,True
9780494434857,Fundamental client-server algorithm,Lawrence Walton-Adams,Young Adult,1951,0,2024-09-01,Available,True
9781838939243,Diverse stable projection,Mr Samuel Kirk,Fiction,2024,10,2017-08-28,Available,True
9780938288770,Pre-emptive needs-based superstructure,Dr Oliver Harvey,Fiction,2007,3,2018-01-14,Missing,True
9780574339508,Streamlined content-based parallelism,Arthur Gray,Reference,1990,4,2025-05-17,Damaged,True
9780407419889,Profit-focused multi-tasking infrastructure,Ms Carol Davis,Young Adult,1979,10,2021-01-24,Reserved,True
9781463303495,Future-proofed human-resource Local Area Network,Mr Gary Roberts,Young Adult,1986,3,2024-11-24,Damaged,True
9781806704804,Exclusive national database,Barbara Moran-Brown,Reference,1979,9,2021-12-22,Available,True
9780556416722,Business-focused regional access,Mrs Anne Thompson,Reference,1985,1,2016-10-23,Checked Out,True
9780263101386,Realigned actuating open architecture,Dennis Walsh,Fiction,2023,8,2022-03-13,Reserved,True
9781292319124,Enhanced impactful instruction set,Edward Patel,Reference,1998,7,2018-01-01,Available,True
9781357998738,Innovative hybrid monitoring,Graeme Shaw-Gill,Reference,1978,2,2024-11-19,Available,True
9781214795999,Exclusive neutral instruction set,Kenneth Naylor,Non-Fiction,1951,5,2024-03-08,Reserved,True
9780854728954,Seamless static extranet,Mr Darren Harvey,Non-Fiction,2019,10,2018-06-27,Reserved,True
9781619780484,User-friendly bandwidth-monitored toolset,Billy Hart,Non-Fiction,1995,10,2024-01-20,Available,True
9780901818140,Automated logistical project,Ruth Phillips,Fiction,1961,9,2025-01-06,Available,True
9780810070578,Fully-configurable modular matrices,Caroline Allen,Non-Fiction,1995,9,2022-05-03,Reserved,True
9780409619843,Fully-configurable well-modulated support,Mr Nicholas Baxter,Fiction,2023,4,2017-10-07,Checked Out,True
9781408137277,Triple-buffered methodical Internet solution,Harry Gibson-Green,Reference,1986,1,2018-12-14,Checked Out,True
9781651306796,Virtual attitude-oriented workforce,Pauline Bevan,Children,2022,7,2025-04-13,Missing,True
9781318476121,Integrated 5thgeneration info-mediaries,Liam Anderson,Reference,1954,10,2017-10-26,Checked Out,True
9781047779326,Virtual analyzing middleware,Mr Abdul Marshall,Non-Fiction,1981,8,2016-10-28,Missing,True
9781958471364,Streamlined multi-state instruction set,Frances Bates-Moore,Young Adult,2003,7,2017-04-03,Damaged,True
9780731052158,Open-source contextually-based methodology,Stuart Bruce,Young Adult,1954,10,2017-01-14,Damaged,True
9780992647698,Operative fresh-thinking application,Linda Collins,Non-Fiction,2017,9,2021-01-16,Reserved,True
9781730955976,Organized responsive budgetary management,Bethany Johnson-Robinson,Fiction,1975,4,2022-03-26,Available,True
9780715912041,Multi-tiered fault-tolerant frame,Nicole Clarke-Smith,Non-Fiction,2022,9,2017-11-27,Damaged,True
9781669934646,Right-sized analyzing utilization,Dr Sally Humphries,Reference,1977,8,2020-04-27,Damaged,True
9781863113434,Face-to-face scalable open architecture,Barbara Gould,Children,1987,10,2022-04-11,Checked Out,True
9780762650644,Versatile upward-trending algorithm,Yvonne Henderson,Fiction,2017,1,2015-10-14,Missing,True
9781225723127,Customer-focused 5thgeneration knowledge user,Paige Hilton,Non-Fiction,2002,3,2024-01-18,Checked Out,True
9781251609648,Persistent mobile artificial intelligence,Miss Kelly Stone,Reference,1976,10,2018-03-06,Missing,True
9781994805710,Profound background open architecture,Elliot Bennett,Young Adult,1951,2,2024-02-25,Damaged,True
9780976329237,Organic content-based challenge,Mr Clive Clark,Young Adult,1981,8,2018-08-30,Checked Out,True
9780544324084,Team-oriented hybrid encryption,Jayne Thorpe,Fiction,2010,1,2020-02-17,Reserved,True
9781882708659,Balanced upward-trending complexity,Natalie Oliver,Children,2021,1,2020-10-19,Missing,True
9780831742744,Horizontal multi-tasking parallelism,Henry Powell,Children,1965,3,2019-08-06,Checked Out,True
9781842625040,Compatible bottom-line open architecture,Miss Suzanne Godfrey,Fiction,1959,7,2020-01-24,Missing,True
9780883469095,Adaptive homogeneous portal,Miss Hayley Evans,Young Adult,1957,5,2022-05-07,Damaged,True
9780525261599,Reactive value-added contingency,Mrs Beth Barnett,Young Adult,2001,7,2018-12-15,Damaged,True
9780506680364,Business-focused composite installation,Mrs Janice Wilson,Fiction,1967,10,2022-03-24,Missing,True
9780234290002,Team-oriented eco-centric methodology,Dr Cheryl Lambert,Reference,1967,0,2025-05-03,Checked Out,True
9781808730900,Re-engineered responsive Graphic Interface,Gillian Taylor,Fiction,1969,8,2019-08-09,Damaged,True
9781546152255,Multi-layered fresh-thinking benchmark,Dr Frederick McLean,Children,2006,4,2020-09-19,Available,True
9781480421004,Self-enabling zero administration access,Ms Helen Booth,Children,2014,9,2021-04-09,Checked Out,True
9781863638784,Re-engineered demand-driven array,Aaron Cole,Non-Fiction,1951,3,2023-11-15,Damaged,True
9781495266645,Multi-lateral maximized approach,Keith Gregory,Fiction,1998,7,2023-09-15,Damaged,True
9781804054123,Pre-emptive directional database,Shannon Parker-Vaughan,Reference,2011,1,2019-05-30,Missing,True
9780538476232,Object-based client-server collaboration,Douglas Hayes,Non-Fiction,1984,9,2022-08-20,Damaged,True
9780713579666,Right-sized user-facing pricing structure,Lesley Rose-Butler,Non-Fiction,1998,5,2019-05-12,Reserved,True
9780947594343,Seamless human-resource knowledge user,Leonard Jones,Young Adult,1958,3,2018-01-21,Damaged,True
9781273300622,Polarized leadingedge circuit,Bernard Nicholson,Children,2023,6,2022-02-02,Damaged,True
9781947126732,Operative full-range approach,Stuart Wallace,Children,1996,1,2016-12-21,Reserved,True
9780749006839,Synchronized cohesive Internet solution,Gemma Bell,Children,1979,7,2022-05-31,Reserved,True
9780090861200,Profit-focused needs-based Graphical User Interface,Kenneth Long,Non-Fiction,1995,7,2023-05-06,Reserved,True
9781335368539,Balanced secondary challenge,Callum Hamilton,Children,2016,8,2022-10-09,Checked Out,True
9781723640308,Up-sized human-resource matrix,Mrs Rosie Morris,Children,1967,6,2025-06-20,Missing,True
9781555490478,Networked zero administration productivity,Ms Naomi Thomas,Reference,1956,1,2019-05-18,Missing,True
9781295263592,Business-focused even-keeled customer loyalty,Emily Watkins-Hall,Children,1963,1,2020-03-27,Available,True
9781130306019,Reverse-engineered foreground info-mediaries,Duncan O'Connor,Children,2005,7,2023-09-24,Checked Out,True
9780247893061,Re-contextualized systematic circuit,Mark Edwards,Non-Fiction,2019,5,2024-09-27,Available,True
9781381285828,Reverse-engineered encompassing data-warehouse,Mr Thomas Akhtar,Children,2008,6,2018-11-18,Reserved,True
9781035425853,Synergized regional functionalities,Jack Mason,Young Adult,2013,0,2016-06-28,Reserved,True
9781447398479,Assimilated regional leverage,Gareth Hill,Fiction,2002,8,2022-10-18,Available,True
9781312855274,Right-sized real-time task-force,Janice Byrne,Reference,2019,3,2019-03-26,Missing,True
9780031748706,Horizontal background toolset,Tom Hall,Non-Fiction,1958,9,2025-09-09,Checked Out,True
9781307818062,Mandatory optimizing knowledgebase,Gillian Johnson,Children,2005,5,2023-06-11,Available,True
9780597335112,Mandatory high-level website,Pamela Nicholson,Non-Fiction,2012,5,2023-01-29,Missing,True
9780585309224,Optional homogeneous hierarchy,Garry Clarke,Young Adult,1956,3,2025-03-09,Reserved,True
